OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNC,EXCEPTRSND,SEVERITYCO,SEVERITYDE,COLLISIONT,PERSONCOUN,PEDCOUNT,PEDCYLCOUN,VEHCOUNT,INJURIES,SERIOUSINJ,FATALITIES,INCDATE,INCDTTM,JUNCTIONTY,SDOT_COLCO,SDOT_COLDE,INATTENTIO,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTG,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKK,HITPARKEDC,geometry,near_str_index,min_length,weather_group,date,time,hour,dayofweek,weekday,rushhour,weather_group2
116623,131221,131221,3597392,Matched,Block,,EAST GREEN LAKE DR N BETWEEN 4TH AVE NE AND LATONA AVE NE,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2012-10-03T00:00:00.000Z,10/3/2012 5:25:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,12277039.0,,45.0,Vehicle - Pedalcyclist,7301,0,N,POINT (1272484.709811822 252124.4297502339),22687.0,0.0,Clear or Partly Cloudy,2012-10-03,17:25:00,17.0,2,1,1.0,Clear or Partly Cloudy
116641,130684,130684,3288408,Matched,Block,,15TH AVE NE BETWEEN NE 63RD ST AND NE 65TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2011-01-31T00:00:00.000Z,1/31/2011 10:30:00 AM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,11031028.0,,45.0,Vehicle - Pedalcyclist,29067,0,N,POINT (1276174.534263596 249818.5346438736),2391.0,2.8704743957910682e-05,Clear or Partly Cloudy,2011-01-31,10:30:00,10.0,0,1,0.0,Clear or Partly Cloudy
116687,132209,132209,3561965,Matched,Intersection,27043.0,TROLL AVE N AND N 34TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-05-18T00:00:00.000Z,5/18/2012 3:42:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,12139006.0,,45.0,Vehicle - Pedalcyclist,8816,0,N,POINT (1267245.477678463 240493.9652263224),1223.0,0.0,Clear or Partly Cloudy,2012-05-18,15:42:00,15.0,4,1,1.0,Clear or Partly Cloudy
116792,131229,131229,3593280,Matched,Intersection,27162.0,HARVARD AVE E AND E ALLISON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-06-07T00:00:00.000Z,6/7/2012 6:08:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,12159024.0,,45.0,Vehicle - Pedalcyclist,6059,0,N,POINT (1273481.408564836 240179.1131300032),762.0,0.0,Clear or Partly Cloudy,2012-06-07,18:08:00,18.0,3,1,1.0,Clear or Partly Cloudy
116810,131657,131657,3211408,Matched,Intersection,531030.0,4TH AVE S AND W SEA BR EB 4 AV OFF RP,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-10-05T00:00:00.000Z,10/5/2012 3:48:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,12279012.0,,45.0,Vehicle - Pedalcyclist,19642,0,N,POINT (1271205.58059451 211379.1202685088),2974.0,0.0,Clear or Partly Cloudy,2012-10-05,15:48:00,15.0,4,1,1.0,Clear or Partly Cloudy
116820,132220,132220,3593851,Matched,Block,,E PINE ST BETWEEN CRAWFORD PL AND SUMMIT AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-14T00:00:00.000Z,9/14/2012 5:44:00 PM,Mid-Block (not related to intersection),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,12258022.0,,45.0,Vehicle - Pedalcyclist,10348,0,N,POINT (1272317.718451649 227981.9497895092),1148.0,4.603173915512867e-06,Clear or Partly Cloudy,2012-09-14,17:44:00,17.0,4,1,1.0,Clear or Partly Cloudy
116832,131802,131802,3599354,Matched,Block,,EASTLAKE AVE E BETWEEN E HOWE ST AND E NEWTON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-08-21T00:00:00.000Z,8/21/2012 6:33:00 AM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,12234022.0,,45.0,Vehicle - Pedalcyclist,24776,0,N,POINT (1272495.951539829 235677.6184693873),11079.0,0.0,Clear or Partly Cloudy,2012-08-21,06:33:00,6.0,1,1,0.0,Clear or Partly Cloudy
116835,132080,132080,3564539,Matched,Intersection,26977.0,FREMONT AVE N AND N 41ST ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2012-02-09T00:00:00.000Z,2/9/2012 7:04:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Dark - Street Lights Off,Y,12040011.0,,45.0,Vehicle - Pedalcyclist,8394,0,N,POINT (1266675.428909868 243213.2996291071),4016.0,0.0,Clear or Partly Cloudy,2012-02-09,19:04:00,19.0,3,1,1.0,Clear or Partly Cloudy
116845,131663,131663,3562664,Matched,Block,,S JACKSON ST BETWEEN 4TH AVE S AND 5TH AVE S,,,2,Injury Collision,Cycles,6,0,1,1,1,0,0,2012-05-10T00:00:00.000Z,5/10/2012 6:51:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,12131012.0,,45.0,Vehicle - Pedalcyclist,4880,0,N,POINT (1271598.163634911 222150.9747435302),9322.0,1.8193646041666734e-05,Clear or Partly Cloudy,2012-05-10,06:51:00,6.0,3,1,0.0,Clear or Partly Cloudy
116869,132610,132610,3599327,Matched,Intersection,28717.0,COMSTOCK ST AND DEXTER AVE N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-10-11T00:00:00.000Z,10/11/2012 4:36:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,12285005.0,,45.0,Vehicle - Pedalcyclist,12809,0,N,POINT (1268374.516271606 233666.1961313337),3490.0,0.0,Clear or Partly Cloudy,2012-10-11,16:36:00,16.0,3,1,1.0,Clear or Partly Cloudy
116970,131812,131812,3593461,Matched,Intersection,29738.0,10TH AVE AND E PINE ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2012-08-07T00:00:00.000Z,8/7/2012 9:48:00 AM,At Intersection (intersection related),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,Y,12220004.0,,45.0,Vehicle - Pedalcyclist,0,523987,N,POINT (1273894.705717266 227961.786013484),11240.0,0.0,Clear or Partly Cloudy,2012-08-07,09:48:00,9.0,1,1,1.0,Clear or Partly Cloudy
118046,134431,134431,3373546,Matched,Intersection,28331.0,FAIRVIEW AVE E AND E GARFIELD ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-03-22T00:00:00.000Z,3/22/2012 6:23:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dusk,Y,12082004.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1272187.253299519 234786.0415084809),6338.0,0.0,Clear or Partly Cloudy,2012-03-22,18:23:00,18.0,3,1,1.0,Clear or Partly Cloudy
118066,134288,134288,3476431,Matched,Intersection,29747.0,11TH AVE AND E PIKE ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2012-11-06T00:00:00.000Z,11/6/2012 6:00:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,12311011.0,,45.0,Vehicle - Pedalcyclist,31243,0,N,POINT (1274213.232437596 227535.8214690536),1145.0,0.0,Raining,2012-11-06,18:00:00,18.0,1,1,1.0,Raining
118102,132869,132869,3593951,Matched,Block,,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-25T00:00:00.000Z,9/25/2012 4:10:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,12269031.0,,45.0,Vehicle - Pedalcyclist,10789,0,N,POINT (1274543.503669932 227311.3066528141),39.0,2.808636349384009e-10,Clear or Partly Cloudy,2012-09-25,16:10:00,16.0,1,1,1.0,Clear or Partly Cloudy
118106,132868,132868,3507803,Matched,Intersection,25443.0,8TH AVE NW AND NW 50TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-24T00:00:00.000Z,9/24/2012 10:30:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,Y,12268011.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1262734.982441843 246346.7327203155),3262.0,0.0,Clear or Partly Cloudy,2012-09-24,10:30:00,10.0,0,1,0.0,Clear or Partly Cloudy
118122,133589,133589,3553591,Matched,Intersection,35097.0,14TH AVE S AND S CLOVERDALE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-12T00:00:00.000Z,7/12/2012 7:40:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,12194007.0,,45.0,Vehicle - Pedalcyclist,0,524890,N,POINT (1274394.384949774 195553.4460123032),5085.0,0.0,Clear or Partly Cloudy,2012-07-12,07:40:00,7.0,3,1,1.0,Clear or Partly Cloudy
118144,133451,133451,3593935,Matched,Block,,36TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2012-09-30T00:00:00.000Z,9/30/2012 6:06:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,12274013.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1281800.785469368 225377.2966668457),20501.0,7.446689973022018e-09,Clear or Partly Cloudy,2012-09-30,18:06:00,18.0,6,0,1.0,Clear or Partly Cloudy
118160,134724,134724,3467551,Matched,Intersection,35459.0,53RD AVE S AND RAINIER AVE S,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-03T00:00:00.000Z,9/3/2012 12:51:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,12247003.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1286391.66189006 192918.4761535972),11156.0,0.0,Clear or Partly Cloudy,2012-09-03,12:51:00,12.0,0,1,0.0,Clear or Partly Cloudy
118168,134722,134722,3593777,Matched,Intersection,29061.0,15TH AVE AND E DENNY WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-08-31T00:00:00.000Z,8/31/2012 3:40:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,Y,12244002.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1275575.593526989 229124.3352626711),5092.0,0.0,Clear or Partly Cloudy,2012-08-31,15:40:00,15.0,4,1,1.0,Clear or Partly Cloudy
118198,134291,134291,3329885,Matched,Intersection,29914.0,6TH AVE AND UNIVERSITY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-01-03T00:00:00.000Z,1/3/2012 7:13:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Dark - Street Lights On,Y,12003011.0,,45.0,Vehicle - Pedalcyclist,0,522379,N,POINT (1270602.618929893 225805.6667152792),997.0,0.0,Overcast,2012-01-03,07:13:00,7.0,1,1,1.0,Clear or Partly Cloudy
118204,133023,133023,3554510,Matched,Intersection,27114.0,7TH AVE NE AND NE 40TH ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2012-03-02T00:00:00.000Z,3/2/2012 3:20:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,Y,12062006.0,,45.0,Vehicle - Pedalcyclist,0,524351,N,POINT (1273838.842165202 242792.6606526673),1388.0,0.0,Raining,2012-03-02,15:20:00,15.0,4,1,1.0,Raining
118207,132887,132887,3331914,Matched,Intersection,28242.0,10TH AVE E AND E BOSTON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-01-26T00:00:00.000Z,1/26/2012 9:45:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,Y,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,12026003.0,,45.0,Vehicle - Pedalcyclist,6106,0,N,POINT (1273908.496181279 236410.3633021414),22.0,0.0,Clear or Partly Cloudy,2012-01-26,21:45:00,21.0,3,1,0.0,Clear or Partly Cloudy
118221,132882,132882,3599255,Matched,Intersection,31203.0,ALASKAN WAY S AND S MASSACHUSETTS ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-04-06T00:00:00.000Z,4/6/2012 5:59:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,12097012.0,,45.0,Vehicle - Pedalcyclist,0,630867,N,POINT (1269023.349552274 218229.7632195204),599.0,0.0,Clear or Partly Cloudy,2012-04-06,05:59:00,5.0,4,1,0.0,Clear or Partly Cloudy
118241,132742,132742,3593284,Matched,Intersection,28359.0,LAKE WASHINGTON BLVD E AND LK WASH BV OFF RP,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-10-10T00:00:00.000Z,10/10/2012 7:00:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,12284016.0,,45.0,Vehicle - Pedalcyclist,8921,0,N,POINT (1279444.575802952 237253.6206469983),11112.0,0.0,Clear or Partly Cloudy,2012-10-10,19:00:00,19.0,2,1,1.0,Clear or Partly Cloudy
118311,134016,134016,3551406,Matched,Block,,8TH AVE NW BETWEEN NW 84TH ST AND NW 85TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-05T00:00:00.000Z,7/5/2012 2:40:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,12187008.0,,45.0,Vehicle - Pedalcyclist,3386,0,N,POINT (1262965.752746075 255537.7694657296),14272.0,2.1056313048320827e-05,Clear or Partly Cloudy,2012-07-05,14:40:00,14.0,3,1,0.0,Clear or Partly Cloudy
118313,134446,134446,3552227,Matched,Intersection,29863.0,MELROSE AVE AND PINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-04-09T00:00:00.000Z,4/9/2012 8:54:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,12100014.0,,45.0,Vehicle - Pedalcyclist,10336,0,N,POINT (1271813.802035138 227999.6394535303),897.0,0.0,Clear or Partly Cloudy,2012-04-09,08:54:00,8.0,0,1,1.0,Clear or Partly Cloudy
118357,133034,133034,3567249,Matched,Intersection,29863.0,MELROSE AVE AND PINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-06-26T00:00:00.000Z,6/26/2012 9:48:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Daylight,Y,12178003.0,,45.0,Vehicle - Pedalcyclist,10336,0,N,POINT (1271813.802035138 227999.6394535303),897.0,0.0,Overcast,2012-06-26,21:48:00,21.0,1,1,0.0,Clear or Partly Cloudy
118377,134727,134727,3345958,Matched,Intersection,28744.0,WESTLAKE AVE N AND VALLEY ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-25T00:00:00.000Z,9/25/2012 5:10:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,12269011.0,,45.0,Vehicle - Pedalcyclist,0,523374,N,POINT (1269242.945584506 231901.4393935204),3828.0,0.0,Clear or Partly Cloudy,2012-09-25,17:10:00,17.0,1,1,1.0,Clear or Partly Cloudy
118400,133605,133605,3581926,Matched,Intersection,29174.0,HOWELL ST AND YALE AVE,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2012-11-13T00:00:00.000Z,11/13/2012 8:36:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Wet,Daylight,,12318026.0,,45.0,Vehicle - Pedalcyclist,14397,0,N,POINT (1271387.224370703 228834.7163183838),9769.0,0.0,Overcast,2012-11-13,08:36:00,8.0,1,1,1.0,Clear or Partly Cloudy
118419,133472,133472,3504006,Matched,Intersection,30544.0,7TH AVE S AND S DEARBORN ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-06T00:00:00.000Z,7/6/2012 4:19:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,12188022.0,,45.0,Vehicle - Pedalcyclist,5835,0,N,POINT (1272697.666612044 220902.8542942554),7666.0,0.0,Clear or Partly Cloudy,2012-07-06,16:19:00,16.0,4,1,1.0,Clear or Partly Cloudy
118517,133755,133755,3593580,Matched,Block,,E PINE ST BETWEEN 13TH AVE AND 14TH AVE,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2012-07-21T00:00:00.000Z,7/21/2012 11:21:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,12203023.0,,45.0,Vehicle - Pedalcyclist,10425,0,N,POINT (1275021.38373442 227951.837533474),21104.0,2.5683912913690035e-05,Clear or Partly Cloudy,2012-07-21,23:21:00,23.0,5,0,0.0,Clear or Partly Cloudy
118525,133752,133752,3566188,Matched,Intersection,30410.0,12TH AVE AND E YESLER WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-11T00:00:00.000Z,9/11/2012 4:38:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,12255009.0,,45.0,Vehicle - Pedalcyclist,10532,0,N,POINT (1274461.188917845 223006.7211764157),8412.0,0.0,Clear or Partly Cloudy,2012-09-11,16:38:00,16.0,1,1,1.0,Clear or Partly Cloudy
118546,133613,133613,3342595,Matched,Intersection,33748.0,41ST AVE SW AND SW MORGAN ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-09-25T00:00:00.000Z,9/25/2012 11:16:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,12269003.0,,45.0,Vehicle - Pedalcyclist,1961,0,N,POINT (1257351.348004326 202600.7553315163),4720.0,0.0,Clear or Partly Cloudy,2012-09-25,11:16:00,11.0,1,1,0.0,Clear or Partly Cloudy
118569,134180,134180,3581884,Matched,Block,,5TH AVE BETWEEN PIKE ST AND PINE ST,,,1,Property Damage Only Collision,Cycles,3,0,1,1,0,0,0,2012-12-13T00:00:00.000Z,12/13/2012 6:28:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Dark - Street Lights On,,12348021.0,,45.0,Vehicle - Pedalcyclist,24883,0,N,POINT (1269781.18731305 226556.725148052),5878.0,7.3967623311921815e-06,Raining,2012-12-13,18:28:00,18.0,3,1,1.0,Raining
118579,134610,134610,3504619,Matched,Intersection,25773.0,9TH AVE NE AND NE 53RD ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-10-12T00:00:00.000Z,10/12/2012 10:16:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,Y,12286006.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1274519.022389904 246873.1058408469),585.0,0.0,Overcast,2012-10-12,10:16:00,10.0,4,1,0.0,Clear or Partly Cloudy
118583,134607,134607,3593949,Matched,Intersection,30082.0,29TH AVE AND E JEFFERSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-10-06T00:00:00.000Z,10/6/2012 4:36:00 PM,At Intersection (intersection related),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,12280030.0,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1279885.788987398 224536.13992998),252.0,0.0,Clear or Partly Cloudy,2012-10-06,16:36:00,16.0,5,0,1.0,Clear or Partly Cloudy
118619,134890,134890,3329018,Matched,Intersection,29535.0,6TH AVE AND BLANCHARD ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-12-14T00:00:00.000Z,12/14/2012 7:45:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Dawn,Y,12349008.0,,45.0,Vehicle - Pedalcyclist,0,521731,N,POINT (1268610.200367853 228314.3269418478),3201.0,0.0,Overcast,2012-12-14,07:45:00,7.0,4,1,1.0,Clear or Partly Cloudy
118662,133764,133764,3608069,Matched,Block,,WILSON AVE S BETWEEN 50TH AVE S AND S FARRAR ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-04-29T00:00:00.000Z,4/29/2012 1:36:00 PM,Mid-Block (not related to intersection),55,PEDALCYCLIST STRUCK MOTOR VEHICLE RIGHT SIDE SIDESWIPE,,N,Clear or Partly Cloudy,Dry,Daylight,,12120012.0,,45.0,Vehicle - Pedalcyclist,8120,0,N,POINT (1285574.586945221 206241.2628552467),21609.0,4.4217552104349653e-07,Clear or Partly Cloudy,2012-04-29,13:36:00,13.0,6,0,0.0,Clear or Partly Cloudy
118670,133762,133762,3545134,Matched,Block,,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-04-25T00:00:00.000Z,4/25/2012 5:27:00 PM,Mid-Block (not related to intersection),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",Y,N,Raining,Wet,Daylight,,12116031.0,,45.0,Vehicle - Pedalcyclist,21394,0,N,POINT (1276089.214647517 245702.6054876596),78.0,7.225501131424053e-09,Raining,2012-04-25,17:27:00,17.0,2,1,1.0,Raining
118747,134326,134326,3553582,Matched,Intersection,32203.0,11TH AVE SW AND SW SPOKANE NR ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-02-07T00:00:00.000Z,2/7/2012 7:01:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Daylight,,12038029.0,,45.0,Vehicle - Pedalcyclist,39178,0,N,POINT (1266238.505261421 212207.5664773583),2234.0,0.0,Overcast,2012-02-07,07:01:00,7.0,1,1,1.0,Clear or Partly Cloudy
118750,133057,133057,3465904,Matched,Intersection,28777.0,FAIRVIEW AVE N AND HARRISON ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2012-08-18T00:00:00.000Z,8/18/2012 11:24:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,12231011.0,,45.0,Vehicle - Pedalcyclist,0,522956,N,POINT (1270290.966321573 230496.0669760853),6395.0,0.0,Overcast,2012-08-18,11:24:00,11.0,5,0,0.0,Clear or Partly Cloudy
118835,133492,133492,3503859,Matched,Block,,DEXTER AVE N BETWEEN GALER ST AND GARFIELD S ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-07-09T00:00:00.000Z,7/9/2012 4:38:00 PM,Mid-Block (but intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,12191019.0,,45.0,Vehicle - Pedalcyclist,12954,0,N,POINT (1268392.727471635 234418.6114920974),697.0,0.0,Clear or Partly Cloudy,2012-07-09,16:38:00,16.0,0,1,1.0,Clear or Partly Cloudy
118898,132928,132928,3466465,Matched,Intersection,26710.0,9TH AVE NW AND NW 45TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-03-09T00:00:00.000Z,3/9/2012 5:30:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Unknown,Unknown,Dusk,Y,12069013.0,,45.0,Vehicle - Pedalcyclist,0,630875,N,POINT (1262110.833705202 245056.5021909922),1566.0,0.0,,2012-03-09,17:30:00,17.0,4,1,1.0,
118905,133210,133210,3593304,Matched,Block,,S KING ST BETWEEN 10TH AVE S AND 12TH AVE S,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2012-06-25T00:00:00.000Z,6/25/2012 11:28:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,12177011.0,,45.0,Vehicle - Pedalcyclist,5773,0,N,POINT (1274029.154037401 221792.6436071694),9996.0,1.9271605916982416e-05,Clear or Partly Cloudy,2012-06-25,11:28:00,11.0,0,1,0.0,Clear or Partly Cloudy
